ayah_id,surah_number,ayah_number,annotation_count,provisional_count,emitted_rule_codes,issue_count,exception
334,3,43,1,0,alif_lam_shamsiyyah,0,
335,3,44,2,1,alif_lam_qamariyyah,1,
336,3,45,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
337,3,46,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
338,3,47,1,0,lam_jalalah_tarqiq,0,
339,3,48,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
340,3,49,8,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
341,3,50,2,1,alif_lam_shamsiyyah,2,
342,3,51,1,0,lam_jalalah_tafkhim,0,
343,3,52,5,1,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
344,3,53,2,0,alif_lam_shamsiyyah,0,
345,3,54,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
346,3,55,8,6,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,6,
347,3,56,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
348,3,57,4,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
349,3,58,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
350,3,59,1,0,lam_jalalah_tafkhim,0,
351,3,60,2,0,alif_lam_qamariyyah,0,
352,3,61,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
353,3,62,8,2,alif_lam_qamariyyah|lam_jalalah_tafkhim,2,
354,3,63,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
355,3,64,6,3,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,3,
356,3,65,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
357,3,66,1,0,lam_jalalah_tafkhim,0,
358,3,67,1,0,alif_lam_qamariyyah,0,
359,3,68,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
360,3,69,2,1,alif_lam_qamariyyah,1,
361,3,70,2,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
362,3,71,4,0,alif_lam_qamariyyah,0,
363,3,72,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
364,3,73,5,1,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
365,3,74,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
366,3,75,6,3,alif_lam_qamariyyah,4,
367,3,76,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
368,3,77,7,3,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,3,
369,3,78,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
370,3,79,7,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
371,3,80,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
372,3,81,3,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
373,3,82,1,0,alif_lam_qamariyyah,0,
374,3,83,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
375,3,84,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
376,3,85,3,0,alif_lam_qamariyyah,0,
377,3,86,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
378,3,87,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
379,3,88,1,0,alif_lam_qamariyyah,0,
380,3,89,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
381,3,90,2,1,alif_lam_shamsiyyah,1,
382,3,91,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
383,3,92,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
384,3,93,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
385,3,94,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
386,3,95,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
387,3,96,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
388,3,97,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
389,3,98,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
390,3,99,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
391,3,100,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
392,3,101,3,1,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
393,3,102,2,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
394,3,103,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
395,3,104,5,1,alif_lam_qamariyyah,1,
396,3,105,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
397,3,106,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
398,3,107,2,1,alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
399,3,108,4,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
400,3,109,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
401,3,110,7,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
402,3,111,2,1,alif_lam_qamariyyah,1,
403,3,112,8,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
404,3,113,3,1,alif_lam_qamariyyah|lam_jalalah_tarqiq,1,
405,3,114,7,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
406,3,115,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
407,3,116,3,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
408,3,117,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
409,3,118,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
410,3,119,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
411,3,120,1,0,lam_jalalah_tafkhim,0,
412,3,121,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
413,3,122,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
414,3,123,1,0,lam_jalalah_tafkhim,1,
415,3,124,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
416,3,125,2,1,alif_lam_qamariyyah,1,
417,3,126,7,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
418,3,127,1,1,alif_lam_shamsiyyah,1,
419,3,128,1,0,alif_lam_qamariyyah,0,
420,3,129,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
421,3,130,2,1,alif_lam_shamsiyyah,2,
422,3,131,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
423,3,132,1,0,alif_lam_shamsiyyah,1,
424,3,133,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
425,3,134,9,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
426,3,135,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
427,3,136,2,0,alif_lam_qamariyyah,0,
428,3,137,2,0,alif_lam_qamariyyah,0,
429,3,138,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
430,3,139,1,0,alif_lam_qamariyyah,0,
431,3,140,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
432,3,141,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
433,3,142,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
434,3,143,1,0,alif_lam_qamariyyah,0,
435,3,144,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
436,3,145,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
437,3,146,3,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
438,3,147,3,1,alif_lam_qamariyyah,1,
439,3,148,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
440,3,149,2,2,alif_lam_shamsiyyah,2,
441,3,150,2,0,alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
442,3,151,5,1,alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
443,3,152,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
444,3,153,2,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
445,3,154,14,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
446,3,155,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
447,3,156,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
448,3,157,2,0,lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
449,3,158,0,0,,1,
450,3,159,5,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
451,3,160,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
452,3,161,1,0,alif_lam_qamariyyah,0,
453,3,162,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
454,3,163,2,0,lam_jalalah_tafkhim,0,
455,3,164,4,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
456,3,165,1,0,lam_jalalah_tafkhim,0,
457,3,166,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
458,3,167,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
459,3,168,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
460,3,169,2,1,alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
461,3,170,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
462,3,171,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
463,3,172,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
464,3,173,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
465,3,174,3,0,lam_jalalah_tafkhim,0,
466,3,175,1,0,alif_lam_shamsiyyah,0,
467,3,176,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
468,3,177,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
469,3,178,1,1,alif_lam_shamsiyyah,1,
470,3,179,8,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
471,3,180,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
472,3,181,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
473,3,182,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
474,3,183,7,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,4,
475,3,184,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
476,3,185,8,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
477,3,186,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
478,3,187,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
479,3,188,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
480,3,189,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
481,3,190,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
482,3,191,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
483,3,192,2,0,alif_lam_shamsiyyah,0,
484,3,193,2,0,alif_lam_qamariyyah,0,
485,3,194,2,0,alif_lam_qamariyyah,0,
486,3,195,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
487,3,196,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
488,3,197,1,0,alif_lam_qamariyyah,0,
489,3,198,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
490,3,199,8,2,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
491,3,200,1,1,alif_lam_shamsiyyah,2,
492,4,1,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
493,4,2,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
494,4,3,5,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
495,4,4,1,0,alif_lam_shamsiyyah,0,
496,4,5,3,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
497,4,6,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
498,4,7,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
499,4,8,4,0,alif_lam_qamariyyah,0,
500,4,9,1,1,alif_lam_shamsiyyah,2,
501,4,10,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
502,4,11,9,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
503,4,12,7,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
504,4,13,5,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
505,4,14,1,0,lam_jalalah_tarqiq,0,
506,4,15,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
507,4,16,2,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
508,4,17,5,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
509,4,18,6,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
510,4,19,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
511,4,20,0,0,,0,
512,4,21,1,1,alif_lam_qamariyyah,1,
513,4,22,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
514,4,23,10,5,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,5,
515,4,24,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
516,4,25,9,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
517,4,26,3,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
518,4,27,3,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
519,4,28,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
520,4,29,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
521,4,30,0,0,,1,
522,4,31,0,0,,0,
523,4,32,4,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
524,4,33,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
525,4,34,9,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
526,4,35,2,0,lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
527,4,36,12,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
528,4,37,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
529,4,38,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
530,4,39,5,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
531,4,40,1,0,lam_jalalah_tafkhim,0,
532,4,41,0,0,,0,
533,4,42,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
534,4,43,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
535,4,44,6,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
536,4,45,3,0,lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
537,4,46,6,3,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
538,4,47,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
539,4,48,2,0,lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
540,4,49,4,3,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,3,
541,4,50,1,0,alif_lam_qamariyyah,1,
542,4,51,8,5,alif_lam_qamariyyah|alif_lam_shamsiyyah,5,
543,4,52,3,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
544,4,53,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
545,4,54,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
546,4,55,0,0,,0,
547,4,56,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
548,4,57,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
549,4,58,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
550,4,59,8,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,4,
551,4,60,7,5,alif_lam_qamariyyah|alif_lam_shamsiyyah,5,
552,4,61,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
553,4,62,2,1,alif_lam_qamariyyah|lam_jalalah_tarqiq,1,
554,4,63,2,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
555,4,64,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,3,
556,4,65,0,0,,0,
557,4,66,1,1,alif_lam_qamariyyah,1,
558,4,67,0,0,,0,
559,4,68,0,0,,0,
560,4,69,8,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
561,4,70,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
562,4,71,1,1,alif_lam_shamsiyyah,1,
563,4,72,1,0,lam_jalalah_tafkhim,0,
564,4,73,1,0,lam_jalalah_tafkhim,0,
565,4,74,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
566,4,75,8,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
567,4,76,6,2,alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
568,4,77,12,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,4,
569,4,78,4,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
570,4,79,3,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
571,4,80,2,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
572,4,81,3,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
573,4,82,2,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
574,4,83,10,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,4,
575,4,84,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,3,
576,4,85,1,0,lam_jalalah_tafkhim,0,
577,4,86,1,0,lam_jalalah_tafkhim,0,
578,4,87,6,3,alif_lam_qamariyyah|lam_jalalah_tafkhim,3,
579,4,88,4,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
580,4,89,1,0,lam_jalalah_tarqiq,0,
581,4,90,8,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,4,
582,4,91,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
583,4,92,6,4,alif_lam_qamariyyah|lam_jalalah_tafkhim,4,
584,4,93,1,0,lam_jalalah_tafkhim,0,
585,4,94,10,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
586,4,95,13,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
587,4,96,1,0,lam_jalalah_tafkhim,0,
588,4,97,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
589,4,98,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
590,4,99,1,0,lam_jalalah_tafkhim,1,
591,4,100,5,1,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,3,
592,4,101,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
593,4,102,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
594,4,103,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
595,4,104,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
596,4,105,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
597,4,106,2,0,lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
598,4,107,2,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
599,4,108,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
600,4,109,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
601,4,110,2,0,lam_jalalah_tarqiq,0,
602,4,111,1,0,lam_jalalah_tafkhim,0,
603,4,112,0,0,,0,
604,4,113,6,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
605,4,114,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
606,4,115,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
607,4,116,2,0,lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
608,4,117,2,2,alif_lam_qamariyyah,2,
609,4,118,1,0,lam_jalalah_tafkhim,0,
610,4,119,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
611,4,120,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
612,4,121,0,0,,0,
613,4,122,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
614,4,123,2,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
615,4,124,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
616,4,125,2,0,lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
617,4,126,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
618,4,127,10,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
619,4,128,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
620,4,129,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
621,4,130,2,0,lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
622,4,131,9,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
623,4,132,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
624,4,133,2,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
625,4,134,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
626,4,135,8,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
627,4,136,9,3,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,3,
628,4,137,2,1,alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
629,4,138,2,1,alif_lam_qamariyyah,1,
630,4,139,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
631,4,140,5,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
632,4,141,11,3,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
633,4,142,7,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
634,4,143,3,2,alif_lam_qamariyyah|lam_jalalah_tarqiq,2,
635,4,144,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
636,4,145,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
637,4,146,7,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
638,4,147,2,0,lam_jalalah_tafkhim,0,
639,4,148,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
640,4,149,1,0,lam_jalalah_tafkhim,0,
641,4,150,3,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
642,4,151,2,0,alif_lam_qamariyyah,0,
643,4,152,3,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
644,4,153,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
645,4,154,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
646,4,155,4,1,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
647,4,156,0,0,,0,
648,4,157,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
649,4,158,3,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
650,4,159,3,1,alif_lam_qamariyyah,1,
651,4,160,2,1,alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
652,4,161,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
653,4,162,12,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
654,4,163,5,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
655,4,164,1,0,lam_jalalah_tafkhim,0,
656,4,165,3,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
657,4,166,4,1,alif_lam_qamariyyah|lam_jalalah_tarqiq,1,
658,4,167,2,1,alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
